ROUND,COURSE_FULL_NAME,HRS,PRICE,START_DATE,TIMES,PROG,TYPE,LEVEL,END_DATE,DAYS,COURSE_SHORT_NAME,COURSE_EMAIL_NAME,PROGRAMME_EMAIL,COURSE_BOOK,DEADLINE,LOCATION,ATTENDANCE_COURSE_NAME,CERTIFICATE_NAME,CERTIFICATE_LEVEL,LEVEL_SPEC,ONLINE_ONSITE,DISCOUNT-5pc,DISCOUNT-10pc,REGISTRATION_LINK,SCHEDULE_TYPE,SCHEDULE_NAME
1,B1 EVE ONLINE - EDMONTON - 13.01.2025 - R1,24 hours/6 weeks,385,1/13/2025,19:00-21:00,EDMONTON,EVE ONLINE,B1,2/19/2025,"M,W",B1 EVE ONLINE,B1 EVE ONLINE - 24 hours/6 weeks,B1 EDMONTON,English File Intermediate 4th Edition (ISBN-13978-0194035910),12/14/2024,ONLINE,B1_EVE _EDMON_1,B1 Intermediate English Course - 24 hours,B1,B1,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,B1 EVE ONLINE - 13.01.2025
1,B2 EVE ONLINE - EDMONTON - 13.01.2025 - R1,24 hours/6 weeks,385,1/13/2025,19:00-21:00,EDMONTON,EVE ONLINE,B2,2/19/2025,"M,W",B2 EVE ONLINE,B2 EVE ONLINE - 24 hours/6 weeks,B2 EDMONTON,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),12/14/2024,ONLINE,B2_EVE _EDMON_1,B2 Upper Intermediate English Course - 24 hours,B2,B2,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,B2 EVE ONLINE - 13.01.2025 - R1
1,A1 BEGINNER - DUBLIN - 13.01.2025 - R1,24 hours/6 weeks,445,1/13/2025,15:30-17:30,DUBLIN,BEGINNER,A1,2/19/2025,"M,W",A1 BEGINNER,A1 BEGINNER - 24 hours/6 weeks,A1 DUBLIN,English File Beginner Student’s Book - 4th Edition (ISBN-13978-0194029803),12/14/2024,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A1_BEGI_DUBLI_1,A1 Beginners English Course - 24 hours,A1,A1,onsite,422.75,400.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A1 BEGINNER,A1 BEGINNER (R1) starting 13.01.2025
1,A2 INTENSIVE - BOSTON - 13.01.2025 - R1,40 hours/4 weeks,640,1/13/2025,12:30-15:00,BOSTON,INTENSIVE,A2,2/7/2025,"M,T,Th,F",A2 INTENSIVE,A2 INTENSIVE - 40 hours/4 weeks,A2 BOSTON,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),12/14/2024,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2_INTE_BOSTO_1,A2 Intensive English Course - 40 hours,A2,A2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 INTENSIVE,A2 INTENSIVE (R1) starting 13.01.2025
1,A2 ELEM MORNING - EDMONTON - 13.01.2025 - R1,30 hours/6 weeks,525,1/13/2025,9:30-12:00,EDMONTON,MORNING,A2 ELEM,2/19/2025,"M,W",A2 ELEM MORNING,A2 ELEM MORNING - 30 hours/6 weeks,A2 ELEM EDMONTON,English File Elementary 4th Edition (ISBN-13978-0194031592),12/14/2024,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 EL_MORN_EDMON_1,A2 Elementary English Course - 30 hours,A2,A2 ELEM,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 ELEMENTARY,A2 ELEMENTARY (R1) starting 13.01.2025
1,B1 INTENSIVE - BOSTON - 13.01.2025 - R1,40 hours/4 weeks,640,1/13/2025,15:30-18:00,BOSTON,INTENSIVE,B1,2/7/2025,"M,T,Th,F",B1 INTENSIVE,B1 INTENSIVE - 40 hours/4 weeks,B1 BOSTON,English File Intermediate 4th Edition (ISBN-13978-0194035910),12/14/2024,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_INTE_BOSTO_1,B1 Intensive English Course - 40 hours,B1,B1,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 INTENSIVE,B1 INTENSIVE (R1) starting 13.01.2025
1,B2 MORNING - EDMONTON - 13.01.2025 - R1,30 hours/6 weeks,525,1/13/2025,9:30-12:00,EDMONTON,MORNING,B2,2/20/2025,"M,Th",B2 MORNING,B2 MORNING - 30 hours/6 weeks,B2 EDMONTON,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),12/14/2024,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_MORN_EDMON_1,B2 Upper Intermediate English Course - 30 hours,B2,B2,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 MORNING,B2 MORNING (R1) starting 13.01.2025
1,C1 EVE ONLINE - EDMONTON - 14.01.2025 - R1,24 hours/6 weeks,385,1/14/2025,19:00-21:00,EDMONTON,EVE ONLINE,C1,2/20/2025,"T,Th",C1 EVE ONLINE,C1 EVE ONLINE - 24 hours/6 weeks,C1 EDMONTON,English File 4th: Advanced (ISBN-13978-0194038355),12/15/2024,ONLINE,C1_EVE _EDMON_1,C1 Advanced English Course - 24 hours,C1,C1,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,C1 EVE ONLINE - 14.01.2025 - R1
1,A2 PRE-INT MORNING - EDMONTON - 14.01.2025 - R1,30 hours/6weeks,525,1/14/2025,9:30-12:00,EDMONTON,MORNING,A2 PRE-INT,2/20/2025,"T,Th",A2 PRE-INT MORNING,A2 PRE-INT MORNING - 30 hours/6weeks,A2 PRE-INT EDMONTON,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),12/15/2024,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 PR_MORN_EDMON_1,A2 Pre-Intermediate English Course - 30 hours,A2,A2+ PRE-INT,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 PRE-INTERMEDIARY,A2 PRE-INTERMEDIARY (R1) starting 14.01.2025
1,C1 MORNING - EDMONTON - 14.01.2025 - R1,30 hours/6weeks,525,1/14/2025,9:30-12:00,EDMONTON,MORNING,C1,2/21/2025,"T,F",C1 MORNING,C1 MORNING - 30 hours/6weeks,C1 EDMONTON,English File 4th: Advanced (ISBN-13978-0194038355),12/15/2024,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,C1_MORN_EDMON_1,C1 Advanced English Course - 30 hours,C1,C1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,C1 MORNING,C1 MORNING (R1) starting 14.01.2025
1,B1 MORNING - EDMONTON - 15.01.2025 - R1,30 hours/6weeks,525,1/15/2025,9:30-12:00,EDMONTON,MORNING,B1,2/21/2025,"W,F",B1 MORNING,B1 MORNING - 30 hours/6weeks,B1 EDMONTON,English File Intermediate 4th Edition (ISBN-13978-0194035910),12/16/2024,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_MORN_EDMON_1,B1 Intermediate English Course - 30 hours,B1,B1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 MORNING,B1 MORNING (R1) starting 15.01.2025
1,A2 PRE-INT EVE ONLINE - EDMONTON - 28.01.2025 - R1,18 hours/6 weeks,385,1/28/2025,19:00-20:30,EDMONTON,EVE ONLINE,A2 PRE-INT,3/6/2025,"T,F",A2 PRE-INT EVE ONLINE,A2 PRE-INT EVE ONLINE - 18 hours/6 weeks,A2 PRE-INT EDMONTON,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),12/29/2024,ONLINE,A2 PR_EVE _EDMON_1,A2 Pre-Intermediate English Course - 24 hours,A2,A2+ PRE-INT,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,A2 PRE-INT EVE ONLINE - 28.01.2025 - R1
1,BUSINESS EVE ONLINE - EDMONTON - 28.01.2025 - R1,24 hours/6 weeks,385,1/28/2025,19.00-21.00,EDMONTON,EVE ONLINE,BUSINESS,3/6/2025,"T,F",BUSINESS EVE ONLINE,BUSINESS EVE ONLINE - 24 hours/6 weeks,BUSINESS EDMONTON,Business Partner B2+ – Pearson Benelux,12/29/2024,ONLINE,BUSIN_EVE _EDMON_1,Business English Course -  24 hours,C1,BUSINESS,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,BUSINESS EVE ONLINE - 28.01.2025 - R1
2,A2 INTENSIVE - CAPE TOWN - 10.02.2025 - R2,40 hours/4 weeks,640,2/10/2025,9:30-12:00,CAPE TOWN,INTENSIVE,A2,3/7/2025,"M,T,Th,F",A2 INTENSIVE,A2 INTENSIVE - 40 hours/4 weeks,A2 CAPE TOWN,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),1/11/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2_INTE_CAPE _2,A2 Intensive English Course - 40 hours,A2,A2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 INTENSIVE,A2 INTENSIVE (R2) starting 10.02.2025
2,B1 INTENSIVE - CAPE TOWN - 10.02.2025 - R2,40 hours/4 weeks,640,2/10/2025,12:30-15:00,CAPE TOWN,INTENSIVE,B1,3/7/2025,"M,T,Th,F",B1 INTENSIVE,B1 INTENSIVE - 40 hours/4 weeks,B1 CAPE TOWN,English File Intermediate 4th Edition (ISBN-13978-0194035910),1/11/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_INTE_CAPE _2,B1 Intensive English Course - 40 hours,B1,B1,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 INTENSIVE,B1 INTENSIVE (R2) starting 10.02.2025
2,B2 INTENSIVE - CAPE TOWN - 10.02.2025 - R2,40 hours/4 weeks,640,2/10/2025,15:30-18:00,CAPE TOWN,INTENSIVE,B2,3/7/2025,"M,T,Th,F",B2 INTENSIVE,B2 INTENSIVE - 40 hours/4 weeks,B2 CAPE TOWN,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),1/11/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_INTE_CAPE _2,B2 Intensive English Course - 40 hours,B2,B2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 INTENSIVE,B2 INTENSIVE (R2) starting 10.02.2025
2,B1 EVE ONLINE - FIFE - 24.02.2025 - R2,24 hours/6 weeks,385,2/24/2025,19:00-21:00,FIFE,EVE ONLINE,B1,4/2/2025,"M,W",B1 EVE ONLINE,B1 EVE ONLINE - 24 hours/6 weeks,B1 FIFE,English File Intermediate 4th Edition (ISBN-13978-0194035910),1/25/2025,ONLINE,B1_EVE _FIFE_2,B1 Intermediate English Course - 24 hours,B1,B1,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,B1 EVE ONLINE - 24.02.2025 - R2
2,B2 EVE ONLINE - FIFE - 24.02.2025 - R2,24 hours/6 weeks,385,2/24/2025,19:00-21:00,FIFE,EVE ONLINE,B2,4/2/2025,"M,W",B2 EVE ONLINE,B2 EVE ONLINE - 24 hours/6 weeks,B2 FIFE,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),1/25/2025,ONLINE,B2_EVE _FIFE_2,B2 Upper Intermediate English Course - 24 hours,B2,B2,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,B2 EVE ONLINE - 24.02.2025 - R2
2,A1 BEGINNER - EDMONTON - 24.02.2025 - R2,24 hours/6 weeks,445,2/24/2025,15:30-17:30,EDMONTON,BEGINNER,A1,4/2/2025,"M,W",A1 BEGINNER,A1 BEGINNER - 24 hours/6 weeks,A1 EDMONTON,English File Beginner Student’s Book - 4th Edition (ISBN-13978-0194029803),1/25/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A1_BEGI_EDMON_2,A1 Beginners English Course - 24 hours,A1,A1,onsite,422.75,400.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A1 BEGINNER,A1 BEGINNER (R2) starting 24.02.2025
2,A2 ELEM MORNING - FIFE - 24.02.2025 - R2,30 hours/6 weeks,525,2/24/2025,9:30-12:00,FIFE,MORNING,A2 ELEM,4/2/2025,"M,W",A2 ELEM MORNING,A2 ELEM MORNING - 30 hours/6 weeks,A2 ELEM FIFE,English File Elementary 4th Edition (ISBN-13978-0194031592),1/25/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 EL_MORN_FIFE_2,A2 Elementary English Course - 30 hours,A2,A2 ELEM,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 ELEMENTARY,A2 ELEMENTARY (R2) starting 24.02.2025
2,B2 MORNING - FIFE - 24.02.2025 - R2,30 hours/6 weeks,525,2/24/2025,9:30-12:00,FIFE,MORNING,B2,4/3/2025,"M,Th",B2 MORNING,B2 MORNING - 30 hours/6 weeks,B2 FIFE,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),1/25/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_MORN_FIFE_2,B2 Upper Intermediate English Course - 30 hours,B2,B2,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 MORNING,B2 MORNING (R2) starting 24.02.2025
2,C1 MORNING - FIFE - 25.02.2025 - R2,30 hours/6 weeks,525,2/25/2025,9:30-12:00,FIFE,MORNING,C1,4/4/2025,"T,F",C1 MORNING,C1 MORNING - 30 hours/6 weeks,C1 FIFE,English File 4th: Advanced (ISBN-13978-0194038355),1/26/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,C1_MORN_FIFE_2,C1 Advanced English Course - 30 hours,C1,C1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,C1 MORNING,C1 MORNING (R2) starting 25.02.2025
2,A2 PRE-INT MORNING - FIFE - 25.02.2025 - R2,30 hours/6 weeks,525,2/25/2025,9:30-12:00,FIFE,MORNING,A2 PRE-INT,4/3/2025,"T,Th",A2 PRE-INT MORNING,A2 PRE-INT MORNING - 30 hours/6 weeks,A2 PRE-INT FIFE,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),1/26/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 PR_MORN_FIFE_2,A2 Pre-Intermediate English Course - 30 hours,A2,A2+ PRE-INT,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 PRE-INTERMEDIARY,A2 PRE-INTERMEDIARY (R2) starting 25.02.2025
2,B1 MORNING - FIFE - 26.02.2025 - R2,30 hours/6weeks,525,2/26/2025,9:30-12:00,FIFE,MORNING,B1,4/4/2025,"W,F",B1 MORNING,B1 MORNING - 30 hours/6weeks,B1 FIFE,English File Intermediate 4th Edition (ISBN-13978-0194035910),1/27/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_MORN_FIFE_2,B1 Intermediate English Course - 30 hours,B1,B1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 MORNING,B1 MORNING (R2) starting 26.02.2025
3,B2 INTENSIVE - AUCKLAND - 10.03.2025 - R3,40 hours/4 weeks,640,3/10/2025,12:30-15:00,AUCKLAND,INTENSIVE,B2,4/4/2025,"M,T,Th,F",B2 INTENSIVE,B2 INTENSIVE - 40 hours/4 weeks,B2 AUCKLAND,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),2/8/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_INTE_AUCKL_3,B2 Intensive English Course - 40 hours,B2,B2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 INTENSIVE,B2 INTENSIVE (R3) starting 10.03.2025
3,A2 INTENSIVE - AUCKLAND - 10.03.2025 - R3,40 hours/4 weeks,640,3/10/2025,15:30-18:00,AUCKLAND,INTENSIVE,A2,4/4/2025,"M,T,Th,F",A2 INTENSIVE,A2 INTENSIVE - 40 hours/4 weeks,A2 AUCKLAND,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),2/8/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2_INTE_AUCKL_3,A2 Intensive English Course - 40 hours,A2,A2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 INTENSIVE,A2 INTENSIVE (R3) starting 10.03.2025
3,B1 INTENSIVE - AUCKLAND - 10.03.2025 - R3,40 hours/4 weeks,640,3/10/2025,9:30-12:00,AUCKLAND,INTENSIVE,B1,4/4/2025,"M,T,Th,F",B1 INTENSIVE,B1 INTENSIVE - 40 hours/4 weeks,B1 AUCKLAND,English File Intermediate 4th Edition (ISBN-13978-0194035910),2/8/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_INTE_AUCKL_3,B1 Intensive English Course - 40 hours,B1,B1,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 INTENSIVE,B1 INTENSIVE (R3) starting 10.03.2025
2,A2 PRE-INT EVE ONLINE - FIFE - 11.03.2025 - R2,24 hours/6 weeks,385,3/11/2025,19:00-21:00,FIFE,EVE ONLINE,A2 PRE-INT,4/17/2025,"T,F",A2 PRE-INT EVE ONLINE,A2 PRE-INT EVE ONLINE - 24 hours/6 weeks,A2 PRE-INT FIFE,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),2/9/2025,ONLINE,A2 PR_EVE _FIFE_2,A2 Pre-Intermediate English Course - 24 hours,A2,A2+ PRE-INT,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,A2 PRE-INT EVE ONLINE - 11.03.2025 - R2
2,BUSINESS EVE ONLINE - FIFE - 11.03.2025 - R2,24 hours/6 weeks,385,3/11/2025,19:00-21:00,FIFE,EVE ONLINE,BUSINESS,4/17/2025,"T,F",BUSINESS EVE ONLINE,BUSINESS EVE ONLINE - 24 hours/6 weeks,BUSINESS FIFE,Business Partner B2+ – Pearson Benelux,2/9/2025,ONLINE,BUSIN_EVE _FIFE_2,Business English Course -  24 hours,C1,BUSINESS,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,BUSINESS EVE ONLINE - 11.03.2025 - R2
2,C1 EVE ONLINE - FIFE - 11.03.2025 - R2,24 hours/6 weeks,385,3/11/2025,19:00-21:00,FIFE,EVE ONLINE,C1,4/17/2025,"T,Th",C1 EVE ONLINE,C1 EVE ONLINE - 24 hours/6 weeks,C1 FIFE,English File 4th: Advanced (ISBN-13978-0194038355),2/9/2025,ONLINE,C1_EVE _FIFE_2,C1 Advanced English Course - 24 hours,C1,C1,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,C1 EVE ONLINE - 11.03.2025 - R2
3,B2 EVE ONLINE - DUBLIN - 07.04.2025 - R3,24 hours/6 weeks,385,4/7/2025,19:00-21:00,DUBLIN,EVE ONLINE,B2,5/14/2025,"M,W",B2 EVE ONLINE,B2 EVE ONLINE - 24 hours/6 weeks,B2 DUBLIN,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),3/8/2025,ONLINE,B2_EVE _DUBLI_3,B2 Upper Intermediate English Course - 24 hours,B2,B2,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,B2 EVE ONLINE - 07.04.2025 - R3
3,A2 ELEM MORNING - DUBLIN - 07.04.2025 - R3,30 hours/6 weeks,525,4/7/2025,9:30-12:00,DUBLIN,MORNING,A2 ELEM,5/14/2025,"M,W",A2 ELEM MORNING,A2 ELEM MORNING - 30 hours/6 weeks,A2 ELEM DUBLIN,English File Elementary 4th Edition (ISBN-13978-0194031592),3/8/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 EL_MORN_DUBLI_3,A2 Elementary English Course - 30 hours,A2,A2 ELEM,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 ELEMENTARY,A2 ELEMENTARY (R3) starting 07.04.2025
4,A2 INTENSIVE - BOSTON - 07.04.2025 - R4,40 hours/4 weeks,640,4/7/2025,12:30-15:00,BOSTON,INTENSIVE,A2,5/2/2025,"M,T,Th,F",A2 INTENSIVE,A2 INTENSIVE - 40 hours/4 weeks,A2 BOSTON,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),3/8/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2_INTE_BOSTO_4,A2 Intensive English Course - 40 hours,A2,A2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 INTENSIVE,A2 INTENSIVE (R4) starting 07.04.2025
4,B1 INTENSIVE - BOSTON - 07.04.2025 - R4,40 hours/4 weeks,640,4/7/2025,15:30-18:00,BOSTON,INTENSIVE,B1,5/2/2025,"M,T,Th,F",B1 INTENSIVE,B1 INTENSIVE - 40 hours/4 weeks,B1 BOSTON,English File Intermediate 4th Edition (ISBN-13978-0194035910),3/8/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_INTE_BOSTO_4,B1 Intensive English Course - 40 hours,B1,B1,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 INTENSIVE,B1 INTENSIVE (R4) starting 07.04.2025
4,B2 INTENSIVE - BOSTON - 07.04.2025 - R4,40 hours/4 weeks,640,4/7/2025,12:30-15:00,BOSTON,INTENSIVE,B2,5/2/2025,"M,T,Th,F",B2 INTENSIVE,B2 INTENSIVE - 40 hours/4 weeks,B2 BOSTON,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),3/8/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_INTE_BOSTO_4,B2 Intensive English Course - 40 hours,B2,B2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 INTENSIVE,B2 INTENSIVE (R4) starting 07.04.2025
3,C1 MORNING - DUBLIN - 08.04.2025 - R3,30 hours/6 weeks,525,4/8/2025,9:30-12:00,DUBLIN,MORNING,C1,5/16/2025,"T,F",C1 MORNING,C1 MORNING - 30 hours/6 weeks,C1 DUBLIN,English File 4th: Advanced (ISBN-13978-0194038355),3/9/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,C1_MORN_DUBLI_3,C1 Advanced English Course - 30 hours,C1,C1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,C1 MORNING,C1 MORNING (R3) starting 08.04.2025
3,A2 PRE-INT MORNING - DUBLIN - 08.04.2025 - R3,30 hours/6 weeks,525,4/8/2025,9:30-12:00,DUBLIN,MORNING,A2 PRE-INT,5/15/2025,"T,Th",A2 PRE-INT MORNING,A2 PRE-INT MORNING - 30 hours/6 weeks,A2 PRE-INT DUBLIN,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),3/9/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 PR_MORN_DUBLI_3,A2 Pre-Intermediate English Course - 30 hours,A2,A2+ PRE-INT,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 PRE-INTERMEDIARY,A2 PRE-INTERMEDIARY (R3) starting 08.04.2025
3,B1 MORNING - DUBLIN - 09.04.2025 - R3,30 hours/6weeks,525,4/9/2025,9:30-12:00,DUBLIN,MORNING,B1,5/16/2025,"W,F",B1 MORNING,B1 MORNING - 30 hours/6weeks,B1 DUBLIN,English File Intermediate 4th Edition (ISBN-13978-0194035910),3/10/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_MORN_DUBLI_3,B1 Intermediate English Course - 30 hours,B1,B1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 MORNING,B1 MORNING (R3) starting 09.04.2025
3,A2 PRE-INT EVE ONLINE - DUBLIN - 22.04.2025 - R3,24 hours/6 weeks,385,4/22/2025,19:00-21:00,DUBLIN,EVE ONLINE,A2 PRE-INT,5/29/2025,"T,F",A2 PRE-INT EVE ONLINE,A2 PRE-INT EVE ONLINE - 24 hours/6 weeks,A2 PRE-INT DUBLIN,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),3/23/2025,ONLINE,A2 PR_EVE _DUBLI_3,A2 Pre-Intermediate English Course - 24 hours,A2,A2+ PRE-INT,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,A2 PRE-INT EVE ONLINE - 22.04.2025 - R3
3,BUSINESS EVE ONLINE - DUBLIN - 22.04.2025 - R3,18 hours/6 weeks,385,4/22/2025,19:00-20:30,DUBLIN,EVE ONLINE,BUSINESS,5/29/2025,"T,F",BUSINESS EVE ONLINE,BUSINESS EVE ONLINE - 18 hours/6 weeks,BUSINESS DUBLIN,Business Partner B2+ – Pearson Benelux,3/23/2025,ONLINE,BUSIN_EVE _DUBLI_3,Business English Course -  24 hours,C1,BUSINESS,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,BUSINESS EVE ONLINE - 22.04.2025 - R3
3,C1 EVE ONLINE - DUBLIN - 22.04.2025 - R3,24 hours/6 weeks,385,4/22/2025,19:00-21:00,DUBLIN,EVE ONLINE,C1,5/29/2025,"T,Th",C1 EVE ONLINE,C1 EVE ONLINE - 24 hours/6 weeks,C1 DUBLIN,English File 4th: Advanced (ISBN-13978-0194038355),3/23/2025,ONLINE,C1_EVE _DUBLI_3,C1 Advanced English Course - 24 hours,C1,C1,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,C1 EVE ONLINE - 22.04.2025 - R3
3,B2 MORNING - DUBLIN - 22.04.2025 - R3,30 hours/6 weeks,525,4/22/2025,9:30-12:00,DUBLIN,MORNING,B2,5/28/2025,"M,Th",B2 MORNING,B2 MORNING - 30 hours/6 weeks,B2 DUBLIN,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),3/23/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_MORN_DUBLI_3,B2 Upper Intermediate English Course - 30 hours,B2,B2,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 MORNING,B2 MORNING (R3) starting 22.04.2025
3,B1 EVE ONLINE - DUBLIN - 23.04.2025 - R3,18 hours/6 weeks,385,4/23/2025,19:30-21:00,DUBLIN,EVE ONLINE,B1,5/28/2025,"M,W",B1 EVE ONLINE,B1 EVE ONLINE - 18 hours/6 weeks,B1 DUBLIN,English File Intermediate 4th Edition (ISBN-13978-0194035910),3/24/2025,ONLINE,B1_EVE _DUBLI_3,B1 Intermediate English Course - 24 hours,B1,B1,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,B1 EVE ONLINE - 23.04.2025 - R3
