ROUND,COURSE_FULL_NAME,HRS,PRICE,START_DATE,TIMES,PROG,TYPE,LEVEL,END_DATE,DAYS,COURSE_SHORT_NAME,COURSE_EMAIL_NAME,PROGRAMME_EMAIL,COURSE_BOOK,DEADLINE,LOCATION,ATTENDANCE_COURSE_NAME,CERTIFICATE_NAME,CERTIFICATE_LEVEL,LEVEL_SPEC,ONLINE_ONSITE,DISCOUNT-5pc,DISCOUNT-10pc,REGISTRATION_LINK,SCHEDULE_TYPE,SCHEDULE_NAME
7,BUSINESS EVE ONLINE - DUBLIN - 28.09.2026 - R7,24 hours/6 weeks,385,9/28/2026,19:00-21:00,DUBLIN,EVE ONLINE,BUSINESS,11/4/2026,"M,W",BUSINESS EVE ONLINE,BUSINESS EVE ONLINE - 24 hours/6 weeks,BUSINESS DUBLIN,Business Result Pre-Intermediate 2nd Edition (ISBN-13 978-0194739542),8/22/2026,ONLINE,BUSIN_EVE _DUBLI_7,BUSINESS EVE ONLINE English Course - 24 hours/6 weeks,BUSINESS,BUSINESS,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,BUSINESS EVE ONLINE - 28.09.2026 - R7
7,C1 MORNING - DUBLIN - 29.09.2026 - R7,30 hours/6 weeks,525,9/29/2026,9:30-12:00,DUBLIN,MORNING,C1,11/6/2026,"T,F",C1 MORNING,C1 MORNING - 30 hours/6 weeks,C1 DUBLIN,English File Advanced 4th Edition (ISBN-13 978-0194031691),8/23/2026,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,C1_MORN_DUBLI_7,C1 MORNING English Course - 30 hours/6 weeks,C1,C1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,C1 MORNING,C1 MORNING (R7) starting 29.09.2026
7,A2 PRE-INT EVE ONLINE - DUBLIN - 29.09.2026 - R7,24 hours/6 weeks,385,9/29/2026,19:00-21:00,DUBLIN,EVE ONLINE,A2 PRE-INT,11/5/2026,"T,Th",A2 PRE-INT EVE ONLINE,A2 PRE-INT EVE ONLINE - 24 hours/6 weeks,A2 PRE-INT DUBLIN,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),8/22/2026,ONLINE,A2 PR_EVE _DUBLI_7,A2 PRE-INT EVE ONLINE English Course - 24 hours/6 weeks,A2 PRE-INT,A2 PRE-INT,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,A2 PRE-INT EVE ONLINE - 29.09.2026 - R7
7,A2 PRE-INT MORNING - DUBLIN - 29.09.2026 - R7,30 hours/6 weeks,525,9/29/2026,9:30-12:00,DUBLIN,MORNING,A2 PRE-INT,11/5/2026,"T,Th",A2 PRE-INT MORNING,A2 PRE-INT MORNING - 30 hours/6 weeks,A2 PRE-INT DUBLIN,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),8/23/2026,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 PR_MORN_DUBLI_7,A2 PRE-INT MORNING English Course - 30 hours/6 weeks,A2 PRE-INT,A2 PRE-INT,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 PRE-INTERMEDIARY,A2 PRE-INTERMEDIARY (R7) starting 29.09.2026
7,C1 EVE ONLINE - DUBLIN - 29.09.2026 - R7,24 hours/6 weeks,385,9/29/2026,19:00-21:00,DUBLIN,EVE ONLINE,C1,11/5/2026,"T,Th",C1 EVE ONLINE,C1 EVE ONLINE - 24 hours/6 weeks,C1 DUBLIN,English File Advanced 4th Edition (ISBN-13 978-0194031691),8/22/2026,ONLINE,C1_EVE _DUBLI_7,C1 EVE ONLINE English Course - 24 hours/6 weeks,C1,C1,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,C1 EVE ONLINE - 29.09.2026 - R7
7,B1 MORNING - DUBLIN - 30.09.2026 - R7,30 hours/6 weeks,525,9/30/2026,9:30-12:00,DUBLIN,MORNING,B1,11/6/2026,"W,F",B1 MORNING,B1 MORNING - 30 hours/6 weeks,B1 DUBLIN,English File Intermediate 4th Edition (ISBN-13978-0194035910),8/23/2026,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_MORN_DUBLI_7,B1 MORNING English Course - 30 hours/6 weeks,B1,B1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 MORNING,B1 MORNING (R7) starting 30.09.2026
11,A2 INTENSIVE - CAPE TOWN - 26.10.2026 - R11,40 hours/4 weeks,640,10/26/2026,12:30-15:00,CAPE TOWN,INTENSIVE,A2,11/20/2026,"M,T,Th,F",A2 INTENSIVE,A2 INTENSIVE - 40 hours/4 weeks,A2 CAPE TOWN,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),9/19/2026,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2_INTE_CAPE _11,A2 INTENSIVE English Course - 40 hours/4 weeks,A2,A2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 INTENSIVE,A2 INTENSIVE (R11) starting 26.10.2026
11,B1 INTENSIVE - CAPE TOWN - 26.10.2026 - R11,40 hours/4 weeks,640,10/26/2026,15:30-18:00,CAPE TOWN,INTENSIVE,B1,11/20/2026,"M,T,Th,F",B1 INTENSIVE,B1 INTENSIVE - 40 hours/4 weeks,B1 CAPE TOWN,English File Intermediate 4th Edition (ISBN-13978-0194035910),9/19/2026,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_INTE_CAPE _11,B1 INTENSIVE English Course - 40 hours/4 weeks,B1,B1,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 INTENSIVE,B1 INTENSIVE (R11) starting 26.10.2026
11,B2 INTENSIVE - CAPE TOWN - 26.10.2026 - R11,40 hours/4 weeks,640,10/26/2026,12:30-15:00,CAPE TOWN,INTENSIVE,B2,11/20/2026,"M,T,Th,F",B2 INTENSIVE,B2 INTENSIVE - 40 hours/4 weeks,B2 CAPE TOWN,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),9/19/2026,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_INTE_CAPE _11,B2 INTENSIVE English Course - 40 hours/4 weeks,B2,B2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 INTENSIVE,B2 INTENSIVE (R11) starting 26.10.2026
8,B1 MORNING - EDMONTON - 04.11.2026 - R8,30 hours/6 weeks,525,11/4/2026,9:30-12:00,EDMONTON,MORNING,B1,12/11/2026,"W,F",B1 MORNING,B1 MORNING - 30 hours/6 weeks,B1 EDMONTON,English File Intermediate 4th Edition (ISBN-13978-0194035910),10/4/2026,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_MORN_EDMON_8,B1 MORNING English Course - 30 hours/6 weeks,B1,B1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 MORNING,B1 MORNING (R8) starting 04.11.2026
8,B2 MORNING - EDMONTON - 09.11.2026 - R8,30 hours/6 weeks,525,11/9/2026,9:30-12:00,EDMONTON,MORNING,B2,12/17/2026,"M,Th",B2 MORNING,B2 MORNING - 30 hours/6 weeks,B2 EDMONTON,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),10/4/2026,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_MORN_EDMON_8,B2 MORNING English Course - 30 hours/6 weeks,B2,B2,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 MORNING,B2 MORNING (R8) starting 09.11.2026
8,A1 BEGINNER - DUBLIN - 09.11.2026 - R8,24 hours/6 weeks,445,11/9/2026,15:30-17:30,DUBLIN,BEGINNER,A1,12/16/2026,"M,W",A1 BEGINNER,A1 BEGINNER - 24 hours/6 weeks,A1 DUBLIN,English File Beginner 4th Edition (ISBN-13 978-0194031608),10/3/2026,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A1_BEGI_DUBLI_8,A1 BEGINNER English Course - 24 hours/6 weeks,A1,A1,onsite,422.75,400.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A1 BEGINNER,A1 BEGINNER (R8) starting 09.11.2026
8,A2 ELEM MORNING - EDMONTON - 09.11.2026 - R8,30 hours/6 weeks,525,11/9/2026,9:30-12:00,EDMONTON,MORNING,A2 ELEM,12/16/2026,"M,W",A2 ELEM MORNING,A2 ELEM MORNING - 30 hours/6 weeks,A2 ELEM EDMONTON,English File Elementary Plus 4th Edition (ISBN-13 978-0194032414),10/3/2026,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 EL_MORN_EDMON_8,A2 ELEM MORNING English Course - 30 hours/6 weeks,A2 ELEM,A2 ELEM,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 ELEMENTARY,A2 ELEMENTARY (R8) starting 09.11.2026
8,B1 EVE ONLINE - EDMONTON - 09.11.2026 - R8,24 hours/6 weeks,385,11/9/2026,19:00-21:00,EDMONTON,EVE ONLINE,B1,12/16/2026,"M,W",B1 EVE ONLINE,B1 EVE ONLINE - 24 hours/6 weeks,B1 EDMONTON,English File Intermediate 4th Edition (ISBN-13978-0194035910),10/3/2026,ONLINE,B1_EVE _EDMON_8,B1 EVE ONLINE English Course - 18 hours/6 weeks,B1,B1,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,B1 EVE ONLINE - 09.11.2026 - R8
8,B2 EVE ONLINE - EDMONTON - 09.11.2026 - R8,24 hours/6 weeks,385,11/9/2026,19:00-21:00,EDMONTON,EVE ONLINE,B2,12/16/2026,"M,W",B2 EVE ONLINE,B2 EVE ONLINE - 24 hours/6 weeks,B2 EDMONTON,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),10/3/2026,ONLINE,B2_EVE _EDMON_8,B2 EVE ONLINE English Course - 24 hours/6 weeks,B2,B2,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,B2 EVE ONLINE - 09.11.2026 - R8
8,BUSINESS EVE ONLINE - EDMONTON - 09.11.2026 - R8,24 hours/6 weeks,385,11/9/2026,19:00-21:00,EDMONTON,EVE ONLINE,BUSINESS,12/16/2026,"M,W",BUSINESS EVE ONLINE,BUSINESS EVE ONLINE - 24 hours/6 weeks,BUSINESS EDMONTON,Business Result Pre-Intermediate 2nd Edition (ISBN-13 978-0194739542),10/3/2026,ONLINE,BUSIN_EVE _EDMON_8,BUSINESS EVE ONLINE English Course - 24 hours/6 weeks,BUSINESS,BUSINESS,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,BUSINESS EVE ONLINE - 09.11.2026 - R8
8,C1 MORNING - EDMONTON - 10.11.2026 - R8,30 hours/6 weeks,525,11/10/2026,9:30-12:00,EDMONTON,MORNING,C1,12/18/2026,"T,F",C1 MORNING,C1 MORNING - 30 hours/6 weeks,C1 EDMONTON,English File Advanced 4th Edition (ISBN-13 978-0194031691),10/4/2026,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,C1_MORN_EDMON_8,C1 MORNING English Course - 30 hours/6 weeks,C1,C1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,C1 MORNING,C1 MORNING (R8) starting 10.11.2026
8,A2 PRE-INT EVE ONLINE - EDMONTON - 10.11.2026 - R8,24 hours/6 weeks,385,11/10/2026,19:00-21:00,EDMONTON,EVE ONLINE,A2 PRE-INT,12/17/2026,"T,Th",A2 PRE-INT EVE ONLINE,A2 PRE-INT EVE ONLINE - 24 hours/6 weeks,A2 PRE-INT EDMONTON,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),10/3/2026,ONLINE,A2 PR_EVE _EDMON_8,A2 PRE-INT EVE ONLINE English Course - 24 hours/6 weeks,A2 PRE-INT,A2 PRE-INT,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,A2 PRE-INT EVE ONLINE - 10.11.2026 - R8
8,A2 PRE-INT MORNING - EDMONTON - 10.11.2026 - R8,30 hours/6 weeks,525,11/10/2026,9:30-12:00,EDMONTON,MORNING,A2 PRE-INT,12/17/2026,"T,Th",A2 PRE-INT MORNING,A2 PRE-INT MORNING - 30 hours/6 weeks,A2 PRE-INT EDMONTON,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),10/4/2026,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 PR_MORN_EDMON_8,A2 PRE-INT MORNING English Course - 30 hours/6 weeks,A2 PRE-INT,A2 PRE-INT,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 PRE-INTERMEDIARY,A2 PRE-INTERMEDIARY (R8) starting 10.11.2026
8,C1 EVE ONLINE - EDMONTON - 10.11.2026 - R8,24 hours/6 weeks,385,11/10/2026,19:00-21:00,EDMONTON,EVE ONLINE,C1,12/17/2026,"T,Th",C1 EVE ONLINE,C1 EVE ONLINE - 24 hours/6 weeks,C1 EDMONTON,English File Advanced 4th Edition (ISBN-13 978-0194031691),10/3/2026,ONLINE,C1_EVE _EDMON_8,C1 EVE ONLINE English Course - 24 hours/6 weeks,C1,C1,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,C1 EVE ONLINE - 10.11.2026 - R8
12,A2 INTENSIVE - AUCKLAND - 23.11.2026 - R12,40 hours/4 weeks,640,11/23/2026,12:30-15:00,AUCKLAND,INTENSIVE,A2,12/18/2026,"M,T,Th,F",A2 INTENSIVE,A2 INTENSIVE - 40 hours/4 weeks,A2 AUCKLAND,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),10/17/2026,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2_INTE_AUCKL_12,A2 INTENSIVE English Course - 40 hours/4 weeks,A2,A2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 INTENSIVE,A2 INTENSIVE (R12) starting 23.11.2026
12,B1 INTENSIVE - AUCKLAND - 23.11.2026 - R12,40 hours/4 weeks,640,11/23/2026,12:30-15:00,AUCKLAND,INTENSIVE,B1,12/18/2026,"M,T,Th,F",B1 INTENSIVE,B1 INTENSIVE - 40 hours/4 weeks,B1 AUCKLAND,English File Intermediate 4th Edition (ISBN-13978-0194035910),10/17/2026,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_INTE_AUCKL_12,B1 INTENSIVE English Course - 40 hours/4 weeks,B1,B1,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 INTENSIVE,B1 INTENSIVE (R12) starting 23.11.2026
